id,title,release_date,genre_ids,vote_average,vote_count,budget,revenue,directors,production_companies
866065,Amazing Animal Selfies,2016-01-18,"[10770, 99]",0.0,0,0,0,,National Geographic
703842,Alcatraz: No Way Out,2016-01-01,[99],0.0,0,0,0,,National Geographic
927881,Cougars Undercover,2015-11-22,"[10770, 99]",0.0,0,0,0,David Johnson,"National Geographic, BBC"
497072,National Geographic: Inside the Mega Twister,2015-11-01,[99],6.0,1,0,0,Tria Thalman,National Geographic
479650,Creatures of Light,2015-09-25,[99],7.5,2,0,0,Alan Ritsko,"NOVA, ARTE France Cinéma, National Geographic"
449263,Dawn of Humanity,2015-09-10,"[99, 36, 10770]",7.5,2,0,0,Graham Townsley,"NOVA, National Geographic"
659162,Undiscovered Haiti with José Andrés,2015-09-01,[99],0.0,0,0,0,Nathan Mook,National Geographic
384385,Atlantic: The Wildest Ocean on Earth,2015-08-31,"[99, 10770]",7.3,4,0,0,"Ted Giffords, Andrew Murray, Dan Rees, Renée Godfrey","WDR, National Geographic, BBC"
402120,Wild Islands: Jewels of a Paradise: Caribbean,2015-06-14,"[99, 10770]",9.0,1,0,0,,National Geographic
677166,I Am Dying,2015-06-13,[99],0.0,0,0,0,"T.J. Martin, Daniel Lindsay","National Geographic, Scott Free Productions"
536504,Top 10 Biggest Beasts Ever,2015-06-08,[99],6.7,6,0,0,"Paul Williams, Matthew Jackson, Bosie Vincent","Blink Films, National Geographic, Splice Post"
348419,T.Rex: Ultimate Survivor,2015-06-07,[99],0.0,0,0,0,,National Geographic
388934,Bigger Than T.Rex,2015-06-03,[99],0.0,0,0,0,,National Geographic
374579,Battlefield Patagonia,2015-05-28,[99],0.0,0,0,0,,National Geographic
663510,Eagles: Queen of the Skies,2015-05-10,[99],0.0,0,0,0,,National Geographic
369457,Mankind From Space,2015-05-03,[99],7.0,2,0,0,,National Geographic
428950,Drain the Titanic,2015-04-12,[99],7.1,24,0,0,Jobim Sampson,"Discovery Channel Canada, National Geographic"
